Continent,Region,Subregion,Stock,Group,Name,ScientificName,SpecCode,Source,MinOfYear,MaxOfYear,StartYear,EndYear,Flim,Fpa,Blim,Bpa,Bmsy,MSYBtrigger,Fmsy,last_F,Resilience,r.low,r.hi,stb.low,stb.hi,int.yr,intb.low,intb.hi,endb.low,endb.hi,btype,e.creep,force.cmsy,Comments,
North America,Alaska Ecosystem Complex,Aleutian Islands,Walleye pollock - Aleutian Islands,NA,Walleye pollock,Gadus chalcogrammus,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1978,2017,1984,2017,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.210861,0.502332,0.5,0.6,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: AMAK,
North America,Alaska Ecosystem Complex,Eastern Bering Sea,Walleye pollock - Eastern Bering Sea,NA,Walleye pollock,Gadus chalcogrammus,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1964,2018,1964,2018,NA,NA,NA,NA,NA,NA,0.449000000953674,NA,Medium,0.210861,0.502332,0.01,0.05,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: Custom SCAA,
North America,Alaska Ecosystem Complex,Western / Central / West Yakutat Gulf of Alaska,Walleye pollock - Western / Central / West Yakutat Gulf of Alaska,NA,Walleye pollock,Gadus chalcogrammus,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1970,2017,1970,2017,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.210861,0.502332,0.1,0.2,NA,NA,NA,0.1,0.5,CPUE,NA,FALSE,NOAA Assessment model: Custom SCAA. RF OK,
Europe,Northern Europe,NA,whb.27.1-91214,NA,Blue whiting (Micromesistius poutassou) in subareas 1-9. 12. and 14 (Northeast Atlantic and adjacent waters),Micromesistius poutassou,,https://standardgraphs.ices.dk/stockList.aspx,1981,2021,1981,2019,0.88,0.53,1500000,2250000,NA,2250000,0.32,NA,Medium,0.307152,0.711833,0.2,0.3,NA,NA,NA,0.1,0.5,CPUE,NA,FALSE,F-age: 3-7 ; type of abundance: SSB. RF OK,
Europe,Northern Europe,NA,whg.27.6a,NA,Whiting (Merlangius merlangus) in Division 6.a (West of Scotland),Merlangius merlangus,,https://standardgraphs.ices.dk/stockList.aspx,1978,2020,1978,2019,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.326219,0.741406,0.3,0.4,NA,NA,NA,NA,NA,CPUE,NA,FALSE,F-age:  ; type of abundance: SSB,
Europe,Northern Europe,NA,whg.27.7b-ce-k,NA,Whiting (Merlangius merlangus) in divisions 7.b-c and 7.e-k (southern Celtic Seas and eastern English Channel),Merlangius merlangus,,https://standardgraphs.ices.dk/stockList.aspx,1999,2020,1999,2019,0.89,0.4,34516,47963,NA,47963,0.4,NA,Medium,0.326219,0.741406,0.2,0.3,NA,NA,NA,NA,NA,CPUE,NA,FALSE,F-age: 2-5 ; type of abundance: SSB,
North America,Northeast Shelf,Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,NA,White hake,Urophycis tenuis,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1962,2018,1963,2006,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.354204,0.805009,0.2,0.3,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: ASAP,
North America,Atlantic Highly Migratory,Atlantic,White marlin - Atlantic,NA,White marlin,Kajikia albida,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1956,2017,1956,2017,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.9,1,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: SS and Jabba,
North America,California Current,Pacific Coast,Widow rockfish - Pacific Coast,NA,Widow rockfish,Sebastes entomelas,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1916,2018,1950,2001,NA,NA,NA,NA,NA,NA,NA,NA,Very low,NA,NA,0.6,0.8,NA,NA,NA,0.03,0.3,CPUE,NA,FALSE,NOAA Assessment model: SS. RF OK,
North America,Northeast Shelf,Gulf of Maine / Georges Bank,Windowpane - Gulf of Maine / Georges Bank,NA,Windowpane,Scophthalmus aquosus,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1975,2018,1977,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.7,0.8,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: AIM,
North America,Northeast Shelf,Southern New England / Mid-Atlantic,Windowpane - Southern New England / Mid-Atlantic,NA,Windowpane,Scophthalmus aquosus,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1975,2018,1977,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.4,0.5,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: AIM,
North America,Northeast Shelf,Georges Bank,Winter flounder - Georges Bank,NA,Winter flounder,Pseudopleuronectes americanus,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1964,2018,1982,2018,NA,NA,NA,NA,NA,NA,0.518999993801117,NA,Medium,NA,NA,0.6,0.7,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: ADAPT,
North America,Northeast Shelf,Southern New England / Mid-Atlantic,Winter flounder - Southern New England / Mid-Atlantic,NA,Winter flounder,Pseudopleuronectes americanus,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1981,2016,1981,2016,NA,NA,NA,NA,NA,NA,0.340000003576279,NA,Low,NA,NA,0.3,0.4,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: ASAP,
North America,Northeast Shelf,Georges Bank / Southern New England,Winter skate - Georges Bank / Southern New England,NA,Winter skate,Leucoraja ocellata,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1968,2018,1985,2018,NA,NA,NA,NA,NA,NA,NA,NA,Very low,NA,NA,0.6,0.8,NA,NA,NA,0.1,0.5,CPUE,NA,FALSE,NOAA Assessment model: Index Method. RF OK,
Europe,Northern Europe,NA,wit.27.3a47d,NA,Witch (Glyptocephalus cynoglossus) in Subarea 4 and divisions 3.a and 7.d (North Sea. Skagerrak and Kattegat. eastern English Channel),Glyptocephalus cynoglossus,,https://standardgraphs.ices.dk/stockList.aspx,1950,2020,1970,2019,0.3,0.2,3069,4745,NA,4745,0.154,NA,Medium,0.321858,0.731495,0.01,0.1,NA,NA,NA,NA,NA,CPUE,NA,FALSE,F-age: 4-8 ; type of abundance: SSB,
North America,Northeast Shelf,Northwestern Atlantic Coast,Witch flounder - Northwestern Atlantic Coast,NA,Witch flounder,Glyptocephalus cynoglossus,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1937,2018,1968,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.321858,0.731495,0.6,0.7,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: Survey Abundance,
,IATTC,NA,Xiph_gla_EPacific,,Swordfish,Xiphias gladius,,"Hinton, M.G. and Maunder, M.N. (2011b) Status of swordfish in the eastern Pacific Ocean in 2010 and outlook for the future. Inter-American Tropical Tuna Commission Report, 1_33.",1989,2017,1971,2006,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.24,0.77,0.5,0.6,NA,NA,NA,NA,NA,CPUE,NA,F,"Reference points taken from Hinton & Maunder (2011b) (Hinton, M.G. and Maunder, M.N. (2011b) Status of swordfish in the eastern Pacific Ocean in 2010 and outlook for the future. Inter-American Tropical Tuna Commission Report, 1?33.) ""The estimated ratio of the spawning biomass in 2010 to the spawning biomass in the unexploited stock (spawning biomass ratio, SBR) was about 1.45""",
North America,Gulf of Mexico,Gulf of Mexico,Yellowedge grouper - Gulf of Mexico,NA,Yellowedge grouper,Epinephelus flavolimbatus,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1975,2009,1975,2009,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.9,1,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: Stochastic stock reduction analysis using (Walters et al. 2006) and Stock Synthesis III (Methot 2000),
North America,Alaska Ecosystem Complex,Gulf of Alaska,Yelloweye rockfish - Gulf of Alaska,NA,Yelloweye rockfish,Sebastes ruberrimus,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1992,2017,1994,2017,NA,NA,NA,NA,NA,NA,NA,NA,Very low,NA,NA,0.4,0.5,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: Visual Survey Index,
North America,California Current,Pacific Coast,Yelloweye rockfish - Pacific Coast,NA,Yelloweye rockfish,Sebastes ruberrimus,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1889,2016,1950,2000,NA,NA,NA,NA,NA,NA,NA,NA,Very low,NA,NA,0.85,0.95,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: Stock Synthesis (SS),
North America,Northeast Shelf,Southern New England / Mid-Atlantic,Yellowtail flounder - Southern New England / Mid-Atlantic,NA,Yellowtail flounder,Limanda ferruginea,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1935,2018,1973,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.602337,1.36895,0.4,0.5,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: ASAP,
North America,California Current,Northern Pacific Coast,Yellowtail rockfish - Northern Pacific Coast,NA,Yellowtail rockfish,Sebastes flavidus,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1889,2016,1950,1996,NA,NA,NA,NA,NA,NA,NA,NA,Low,NA,NA,0.8,0.9,NA,NA,NA,0.2,0.4,CPUE,NA,FALSE,NOAA Assessment model: Stock Synthesis. RF OK,
Global,Atlantic,NA,yft.atl,NA,Yellowfin tuna,Thunnus albacares,,https://iccat.int/Documents/SCRS/DetRep/YFT_SA_ENG.pdf,1950,2017,1950,2017,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.37,0.85,0.9,1,NA,NA,NA,0.1,0.4,CPUE,NA,FALSE,2019 ICCAT JABBA reference model,
South America,CCSBT; ICCAT,Uruguay-Buenos Aires Shelf,Zido_duf_UruguayBuenosAires,Other demersal invertebrates,Angulate volute in Uruguay-Buenos Aires Shelf,Zidona dufresnei,,"Perez Comesa�a, J., and Nogueira, J.L. (2013) Evoluci�n de la pesca costera de arrastre de fondo en Puerto Quequ�n, provincia de Buenos Aires, Argentina: Periodo 1999-2010. Revista del Museo Argentino de Ciencias Naturales nueva serie 15(2):183-190.",1957,2018,1957,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.8,1,NA,NA,NA,0.03,0.2,CPUE,2,F,"Adjusted int. biomass windows to 2000 (0.01-0.4) according to CPUE reference (from Deng), added resilience which is Medium (from Deng), e.creep added, start year set to 1970, -N. Argentina: fisheries developed in 60s -70s , huge mechanization effort in 1997, this species went through over-exploitation, (Phase 1) in 1974-1984: low landings, initial exploitation phase, (Phase 2) in 1984-1998: increase in shellfish exports and increase in foreign demand, expansion extractive phase and (Phase 3), 1998-present: continuous increase of catch with strong foreign market forces, over-exploitaton phase, ACCEPTED. set start year to 1970. RF OK",
North America,NAFO; NASCO; ICCAT,Scotian Shelf,Zoar_ame_ScotianShelf,Large demersals (>=90 cm),Ocean pout in Scotian Shelf,Zoarces americanus,,DFO (2018) Maritimes research vessel survey trends on the Scotian Shelf and Bay of Fundy. DFO Can. Sci. Advis. Sec. Sci. Resp. 2018/021. 84 p.,1950,2018,1965,2018,NA,NA,NA,NA,NA,NA,NA,NA,Low,NA,NA,0.4,0.8,NA,NA,NA,0.02,0.2,CPUE,NA,F,Peak due to discarding. Poor CPUE fit to catch. RF OK,
South America,CCSBT; ICCAT,Uruguay-Buenos Aires Shelf,Zygo_pat_UruguayBuenosAires,Other demersal invertebrates,Patagonean scallop in Uruguay-Buenos Aires Shelf,Zygochlamys patagonica,,"Morsan, E., et al. (2011) Patagonian Scallop (Zygochlamys patagonica) Fishery. Assessment against MSC Principles and Criteria. Public Comment Draft Report. Organizacion Internacional Agropecuaria (OIA), Buenos Aires, Argentina.",1950,2018,1961,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.37,0.85,0.8,1,NA,NA,NA,0.01,0.4,CPUE,2,F,"Adjusted int. biomass windows to 2005 (0.3-0.7), added the start year as 1995 according to RF suggestions e.creep added, removed 2 outliers according to RF, put bt column as NA for years 1996 and 2006 in catch file,-N. Argentina: fisheries developed in 60s -70s, huge mechanization effort in 1997. RF OK",
"North America, South America",PSC; IPHC; NPAFC; SPRFMO; IATTC,Eastern Pacific Ocean,Kats_pel_EPacific,Large pelagics (>=90 cm),Skipjack tuna in Eastern Pacific Ocean,Katsuwonus pelamis,,https://www.iattc.org/Meetings/Meetings2019/SAC-10/Docs/_English/SAC-10-09_Skipjack%20tuna%20indicators%20of%20stock%20status.pdf,1950,2016,1950,2016,NA,NA,NA,NA,NA,,NA,NA,Medium,0.37,0.85,NA,NA,NA,NA,NA,NA,NA,CPUE,NA,F,I ran LBB and the results given for B/B0 for year 1995 were 0.84 (Sydney),
"Africa, Asia, Oceania",CCSBT; IOTC,Indian Ocean,Sard_lon_Indian,Small pelagics (<30 cm),Indian oil sardine in Indian Ocean,Sardinella longiceps,,,1950,2016,1950,2016,NA,NA,NA,NA,NA,,NA,NA,Medium,0.37,0.85,0.6,1,NA,NA,NA,NA,NA,CPUE,NA,F,,
